map_no,reward,round,skill,goal_time,goal_rate,entropy,entropy_n,achivenmt_time,giveup_time,probability,path
0,2,3,214,1,0.3333333333333333,1.9914819170305975,0.8014312800042209,106.584,466.584,0.25:0.10344827586206896:0.017241379310344827:0.25862068965517243:0.14655172413793102:0.0603448275862069:0.034482758620689655:0.008620689655172414:0.008620689655172414:0.06896551724137931:0.034482758620689655:0.008620689655172414,"['True1:4:10:11:10:4:1:2:1:4:1:2:1:4:5:7:5:4:1:2:1:4:10:11:12 ', 'False1:4:10:11:8:11:10:4:5:7:5:4:1:4:10:4:1:2:1:2:1:4:5:7:5:4:1:2:1:4:1:2:1:4:5:4:1:4:5:6:5:7:5 ', 'False1:4:1:2:1:4:5:6:3:6:5:4:1:2:1:2:1:4:1:2:1:4:5:4:1:4:10:4:5:6:5:4:1:2:1:4:10:4:5:6:9:6:3:6:5:4:1:4 ']"
0,2,2,96,2,1.0,2.3053652601037973,0.9277472295792195,84.3685,168.737,0.13157894736842105:0.05263157894736842:0.02631578947368421:0.15789473684210525:0.18421052631578946:0.07894736842105263:0.07894736842105263:0.02631578947368421:0.02631578947368421:0.07894736842105263:0.10526315789473684:0.05263157894736842,"['True1:4:5:7:5:4:1:2:1:2:1:4:5:7:5:4:10:11:8:11:12 ', 'True1:4:5:7:5:6:3:6:9:6:5:4:10:11:10:11:12 ']"
0,2,3,173,2,0.6666666666666666,2.1588351247903943,0.8687791651950286,107.32,394.64,0.24731182795698925:0.0967741935483871:0.03225806451612903:0.21505376344086022:0.11827956989247312:0.07526881720430108:0.03225806451612903:0.03225806451612903:0.021505376344086023:0.043010752688172046:0.06451612903225806:0.021505376344086023,"['False1:2:1:4:1:4:5:7:5:6:3:6:5:4:10:11:8:11:10:4:1:2:1:4:5:6:3:6:9:6:5:4:1:4:5:6:3:6:9 ', 'True1:4:5:7:5:4:1:2:1:4:1:2:1:4:1:4:1:2:1:4:5:7:5:4:10:11:8:11:12 ', 'True1:4:5:4:1:4:1:2:1:2:1:2:1:4:1:4:1:2:1:4:10:11:8:11:12 ']"
0,2,3,183,2,0.6666666666666666,2.106100456492997,0.8475571734948991,79.7285,339.457,0.2:0.075:0.025:0.25:0.125:0.1:0.025:0.0:0.0375:0.1:0.0375:0.025,"['True1:4:10:4:1:2:1:4:1:4:1:2:1:2:1:2:1:2:1:4:10:11:12 ', 'False1:4:1:4:10:4:1:2:1:4:10:4:5:4:5:6:3:6:9:6:5:7:5:4:1:4:5:6:9:6:3:6:5:4:10:11:10:4:1:4:10:4:5:4 ', 'True1:4:5:6:9:6:5:7:5:4:10:11:12 ']"
0,2,4,129,4,1.0,2.1499217791695635,0.8651921710431191,46.999249999999996,187.99699999999999,0.15384615384615385:0.038461538461538464:0.0:0.19230769230769232:0.1346153846153846:0.038461538461538464:0.038461538461538464:0.057692307692307696:0.0:0.11538461538461539:0.15384615384615385:0.07692307692307693,"['True1:4:1:2:1:4:10:11:8:11:12 ', 'True1:4:5:6:5:4:10:11:8:11:10:4:5:7:5:4:10:11:12 ', 'True1:2:1:4:5:7:5:6:5:4:1:4:10:11:12 ', 'True1:4:10:11:8:11:12 ']"
0,2,4,149,4,1.0,2.311457811787539,0.9301990527429836,60.20975,240.839,0.16666666666666666:0.07575757575757576:0.030303030303030304:0.15151515151515152:0.09090909090909091:0.09090909090909091:0.015151515151515152:0.045454545454545456:0.030303030303030304:0.10606060606060606:0.13636363636363635:0.06060606060606061,"['True1:4:5:4:1:2:1:2:1:4:5:7:5:6:9:6:3:6:5:4:10:11:8:11:12 ', 'True1:2:1:4:1:2:1:2:1:4:10:11:12 ', 'True1:4:10:11:8:11:12 ', 'True1:4:10:11:10:4:5:6:9:6:3:6:5:4:10:11:8:11:10:11:12 ']"
0,2,3,194,0,0.0,1.9280532237476113,0.7759056960598915,0.0,540.0,0.29770992366412213:0.15267175572519084:0.015267175572519083:0.22137404580152673:0.11450381679389313:0.06870229007633588:0.030534351145038167:0.0:0.022900763358778626:0.05343511450381679:0.015267175572519083:0.007633587786259542,"['False1:2:1:4:5:7:5:6:9:6:5:4:10:4:1:2:1:4:10:11:10:4:5:4:1:2:1:2:1:4:1:4:10:4:1:4:1:2:1:2:1:4:5:7:5 ', 'False1:2:1:4:5:7:5:6:9:6:5:4:1:4:1:2:1:4:10:4:1:2:1:2:1:2:1:4:5:6:3:6:5:4:1:2:1:4:10:11:12 ', 'False1:2:1:2:1:2:1:4:1:2:1:4:1:2:1:4:1:2:1:2:1:2:1:4:5:4:1:4:1:4:10:4:5:6:3:6:9:6:5:7:5:4:1:4:1 ']"
0,2,4,87,4,1.0,1.7094939530355635,0.6879509752132575,38.2975,153.19,0.17391304347826086:0.043478260869565216:0.0:0.2826086956521739:0.021739130434782608:0.0:0.0:0.0:0.0:0.2608695652173913:0.13043478260869565:0.08695652173913043,"['True1:2:1:4:5:4:10:11:12 ', 'True1:4:10:4:10:4:1:4:10:11:10:4:10:4:10:11:10:4:1:2:1:4:10:11:12 ', 'True1:4:10:11:12 ', 'True1:4:10:4:10:11:12 ']"
0,2,2,115,2,1.0,1.9932930417752261,0.802160130218688,91.71549999999999,183.43099999999998,0.20833333333333334:0.10416666666666667:0.0:0.22916666666666666:0.125:0.041666666666666664:0.020833333333333332:0.0:0.0:0.14583333333333334:0.08333333333333333:0.041666666666666664,"['True1:2:1:2:1:2:1:4:10:11:10:4:5:4:1:2:1:4:1:4:1:2:1:4:5:6:5:4:10:11:12 ', 'True1:4:5:7:5:6:5:4:10:11:10:4:10:4:10:11:12 ']"
0,2,3,117,3,1.0,2.059421357303587,0.8287721220752041,69.18833333333333,207.565,0.2553191489361702:0.1276595744680851:0.0:0.19148936170212766:0.10638297872340426:0.02127659574468085:0.0425531914893617:0.02127659574468085:0.0:0.0851063829787234:0.0851063829787234:0.06382978723404255,"['True1:4:10:11:12 ', 'True1:4:5:7:5:6:5:4:1:2:1:2:1:4:10:4:1:2:1:4:5:7:5:4:10:11:8:11:12 ', 'True1:2:1:4:1:2:1:2:1:4:10:11:12 ']"
