map_no,reward,alpha,round,steps,goal_num,goal_rate,entropy,entropy_n
8,2,0.1,7,646,5,0.7142857142857143,1.8866967846580784,0.7592626406384488
8,2,0.1,5,406,3,0.6,1.8200759753606213,0.7324524547092749
8,2,0.1,6,585,4,0.6666666666666666,2.2877732291622817,0.9206676755271522
8,2,0.1,6,802,2,0.3333333333333333,2.138333059508028,0.8605285271744353
8,2,0.1,7,904,4,0.5714285714285714,1.6858934747476768,0.678453444072641
8,2,0.1,5,605,3,0.6,2.1439645709888104,0.8627948141117183
8,2,0.1,3,259,2,0.6666666666666666,1.7653395327214005,0.7104248897527038
8,2,0.1,4,511,2,0.5,2.239837078389788,0.9013767493361892
8,2,0.1,3,263,3,1.0,1.9915093613566137,0.8014423244134822
8,2,0.1,6,605,4,0.6666666666666666,1.8897518709893073,0.7604920978220777
8,2,0.1,5,470,4,0.8,1.986266517864739,0.7993324489812111
8,2,0.1,3,226,3,1.0,2.220025327834538,0.893403914398128
8,2,0.1,7,673,5,0.7142857142857143,2.130871916500609,0.8575259423457233
8,2,0.1,7,814,5,0.7142857142857143,2.12054623181155,0.8533705811413336
8,2,0.1,7,885,3,0.42857142857142855,1.870568889415637,0.7527722981365214
8,2,0.1,4,338,4,1.0,2.0248160899152006,0.8148459380105678
8,2,0.1,7,859,4,0.5714285714285714,1.863679987341,0.7499999999999999
8,2,0.1,4,415,3,0.75,2.2574878618669807,0.9084799471479454
8,2,0.1,5,485,3,0.6,2.0578975319224093,0.8281588896299097
8,2,0.1,4,470,3,0.75,2.160510093591453,0.8694532222269907
8,2,0.1,4,419,2,0.5,2.0578736229024965,0.8281492679324851
8,2,0.1,4,562,1,0.25,2.1986946392769284,0.884819813840697
8,2,0.1,6,814,2,0.3333333333333333,2.1078574826323884,0.848264252829063
8,2,0.1,5,567,3,0.6,2.0693658784687607,0.8327740917934718
8,2,0.1,5,476,3,0.6,2.1676170103226022,0.8723132559154817
8,2,0.1,8,583,8,1.0,1.8722742556735088,0.7534585880050029
8,2,0.1,5,496,3,0.6,1.9518484392238882,0.7854815952101903
8,2,0.1,1,21,1,1.0,2.019814992492946,0.8128333483534548
8,2,0.1,5,527,3,0.6,2.187795928847474,0.8804338501142993
8,2,0.1,6,646,4,0.6666666666666666,2.118459090537174,0.8525306537039973
8,2,0.1,4,309,3,0.75,2.0431918705451206,0.8222408961396741
8,2,0.1,7,924,2,0.2857142857142857,2.1458417525947544,0.8635502475627512
8,2,0.1,4,499,2,0.5,2.1862379946381076,0.8798068912667711
8,2,0.1,5,489,4,0.8,2.1116203431593665,0.849778539302279
9,2,0.1,3,149,3,1.0,1.6674619334292948,0.7241695164720701
9,2,0.1,3,130,3,1.0,1.5047882836811908,0.6535212480354062
9,2,0.1,5,257,5,1.0,1.3862943611198906,0.6020599913279623
9,2,0.1,1,14,1,1.0,1.2554823251787535,0.5452490459521966
9,2,0.1,1,18,1,1.0,1.8636799873410004,0.8093859345357186
9,2,0.1,2,134,2,1.0,1.8343719702816235,0.7966576244513048
9,2,0.1,3,212,2,0.6666666666666666,1.329661348854758,0.577464586607656
9,2,0.1,2,170,1,0.5,1.2798542258336674,0.5558336279201199
9,2,0.1,3,107,3,1.0,1.5607104090414063,0.6778079184956497
9,2,0.1,2,166,1,0.5,1.3862943611198906,0.6020599913279623
9,2,0.1,4,300,3,0.75,1.3862943611198906,0.6020599913279623
9,2,0.1,4,406,3,0.75,1.5048494571293363,0.6535478153263747
9,2,0.1,5,324,5,1.0,2.1116308425056016,0.9170696227168973
9,2,0.1,5,333,5,1.0,1.559581156259877,0.6773174902439576
9,2,0.1,3,200,3,1.0,2.0291545628109144,0.8812506295575854
9,2,0.1,3,201,2,0.6666666666666666,1.3296613488547582,0.5774645866076561
9,2,0.1,2,186,1,0.5,1.7045514452672972,0.7402772867997999
9,2,0.1,1,20,1,1.0,1.8343719702816235,0.7966576244513048
9,2,0.1,2,66,2,1.0,1.9061547465398496,0.8278324880759481
9,2,0.1,2,107,2,1.0,1.4941751382893085,0.6489120175560747
9,2,0.1,3,198,2,0.6666666666666666,1.7351264569629226,0.7535558456633373
9,2,0.1,4,322,3,0.75,1.3321790402101223,0.5785580060704263
9,2,0.1,2,92,2,1.0,1.7328679513998633,0.7525749891599529
9,2,0.1,1,22,1,1.0,1.6434177197931796,0.7137272471682024
9,2,0.1,1,8,1,1.0,1.3862943611198906,0.6020599913279623
9,2,0.1,3,190,3,1.0,1.3862943611198906,0.6020599913279623
9,2,0.1,2,164,2,1.0,2.0075563074378375,0.8718706264303209
9,2,0.1,2,178,1,0.5,1.5821699429252505,0.687127675645619
9,2,0.1,7,801,5,0.7142857142857143,2.074244556460312,0.9008329649885713
9,2,0.1,2,178,1,0.5,1.6674619334292948,0.7241695164720701
9,2,0.1,1,34,1,1.0,1.656551126696654,0.7194310133149713
9,2,0.1,5,454,3,0.6,1.7481554572476763,0.7592142685917218
9,2,0.1,1,16,1,1.0,1.5229550675313184,0.6614109820154457
9,2,0.1,1,8,1,1.0,1.7917594692280547,0.7781512503836434
9,2,0.1,2,163,1,0.5,1.3296613488547582,0.5774645866076561
9,2,0.1,2,56,2,1.0,1.559581156259877,0.6773174902439576
9,2,0.1,1,15,1,1.0,1.5607104090414063,0.6778079184956497
9,2,0.1,2,191,1,0.5,1.7981055026242658,0.7809072976695917
9,2,0.1,1,18,1,1.0,1.6434177197931796,0.7137272471682024
9,2,0.1,2,70,2,1.0,1.3862943611198906,0.6020599913279623
9,2,0.1,2,162,1,0.5,1.3321790402101223,0.5785580060704263
9,2,0.1,5,373,4,0.8,1.7351264569629226,0.7535558456633373
9,2,0.1,2,171,1,0.5,1.3296613488547582,0.5774645866076561
9,2,0.1,4,154,4,1.0,1.3862943611198906,0.6020599913279623
9,2,0.1,5,549,3,0.6,1.8029624676287908,0.783016650769854
9,2,0.1,2,154,2,1.0,1.5229550675313184,0.6614109820154457
9,2,0.1,4,313,3,0.75,1.6326309271543518,0.7090426026477248
9,2,0.1,2,62,2,1.0,1.3862943611198906,0.6020599913279623
9,2,0.1,5,483,4,0.8,1.803719377768875,0.7833453726669892
9,2,0.1,4,292,3,0.75,1.5607104090414063,0.6778079184956497
9,2,0.1,2,166,2,1.0,1.277034259466139,0.5546089320875496
9,2,0.1,4,333,3,0.75,1.8200759753606217,0.7904489527437968
9,2,0.1,7,664,6,0.8571428571428571,1.569152946203119,0.6814744657982447
9,2,0.1,3,276,2,0.6666666666666666,1.6957425341696346,0.7364516253185086
9,2,0.1,4,466,2,0.5,1.720193459219825,0.7470705271452363
9,2,0.1,2,102,2,1.0,1.809514255849282,0.7858620562406121
9,2,0.1,7,536,5,0.7142857142857143,1.818483163012365,0.7897572031302416
9,2,0.1,2,173,1,0.5,1.7328679513998633,0.7525749891599529
9,2,0.1,2,152,2,1.0,1.3862943611198906,0.6020599913279623
9,2,0.1,1,21,1,1.0,1.458319222464348,0.633339991169707
9,2,0.1,5,432,4,0.8,1.7361211828147631,0.7539878496117982
9,2,0.1,2,61,2,1.0,1.9701814400260842,0.8556389277515307
9,2,0.1,2,99,2,1.0,1.3862943611198906,0.6020599913279623
9,2,0.1,2,155,2,1.0,1.8343719702816235,0.7966576244513048
9,2,0.1,3,214,3,1.0,1.7728817984730108,0.7699527821435413
9,2,0.1,5,365,4,0.8,1.3862943611198906,0.6020599913279623
9,2,0.1,3,293,2,0.6666666666666666,1.7328679513998633,0.7525749891599529
9,2,0.1,3,251,3,1.0,1.8446214763655029,0.8011089283857674
9,2,0.1,4,357,3,0.75,1.8891591637540217,0.8204514002553333
9,2,0.1,1,8,1,1.0,1.3862943611198906,0.6020599913279623
9,2,0.1,2,100,2,1.0,1.6094379124341,0.6989700043360185
9,2,0.1,2,162,2,1.0,1.6715952780212544,0.7259646052201628
9,2,0.1,3,323,1,0.3333333333333333,1.329661348854758,0.577464586607656
9,2,0.1,4,205,4,1.0,1.3862943611198906,0.6020599913279623
9,2,0.1,5,300,4,0.8,2.015164776490797,0.8751749425557528
9,2,0.1,1,26,1,1.0,1.861986108168706,0.8086502921581802
9,2,0.1,1,5,1,1.0,1.3321790402101223,0.5785580060704263
9,2,0.1,3,190,3,1.0,1.8866967846580784,0.8193820026016111
9,2,0.1,1,7,1,1.0,1.3862943611198906,0.6020599913279623
9,2,0.1,1,15,1,1.0,1.6769877743224173,0.7283065366074415
9,2,0.1,4,530,2,0.5,1.8126760178435108,0.7872351920277971
9,2,0.1,4,392,3,0.75,1.3377348363780972,0.580970857688757
9,2,0.1,6,472,5,0.8333333333333334,1.9439981771714585,0.8442676811755444
9,2,0.1,1,15,1,1.0,1.3296613488547582,0.5774645866076561
9,2,0.1,2,74,2,1.0,1.8866967846580782,0.819382002601611
9,2,0.1,4,348,3,0.75,1.6886993130287196,0.733392793242185
9,2,0.1,3,225,2,0.6666666666666666,1.7092713643970767,0.7423271216328927
9,2,0.1,4,409,3,0.75,1.9061547465398496,0.8278324880759481
9,2,0.1,3,181,3,1.0,1.6304325826288886,0.7080878737509939
9,2,0.1,1,14,1,1.0,1.310783678099714,0.569266118367554
9,2,0.1,3,318,1,0.3333333333333333,1.3862943611198906,0.6020599913279623
9,2,0.1,2,107,2,1.0,1.749778989184166,0.7599193595529329
9,2,0.1,3,95,3,1.0,1.8891591637540217,0.8204514002553333
9,2,0.1,5,423,5,1.0,1.3296613488547582,0.5774645866076561
9,2,0.1,1,21,1,1.0,1.90853528164356,0.8288663413354665
9,2,0.1,1,16,1,1.0,1.809514255849282,0.7858620562406121
9,2,0.1,4,229,4,1.0,1.8271748439445183,0.7935319521975395
9,2,0.1,1,13,1,1.0,1.7328679513998633,0.7525749891599529
9,2,0.1,1,17,1,1.0,1.6726254461503205,0.7264120015540487
9,2,0.1,4,436,2,0.5,1.5489739267100382,0.6727108289821815
0,6,0.30000000000000004,9,573,8,0.8888888888888888,1.3862943611198906,0.5578858913022596
0,6,0.30000000000000004,7,442,6,0.8571428571428571,1.4451858789480823,0.5815855815233052
0,6,0.30000000000000004,6,424,4,0.6666666666666666,1.5821699429252505,0.6367120241962543
0,6,0.30000000000000004,14,1282,11,0.7857142857142857,1.4184836619456564,0.5708398188989008
0,6,0.30000000000000004,5,275,4,0.8,1.5607104090414063,0.6280760724651601
0,6,0.30000000000000004,9,710,7,0.7777777777777778,2.0552940655687357,0.8271111776951794
0,6,0.30000000000000004,8,875,6,0.75,1.9433779257532875,0.7820728098253054
0,6,0.30000000000000004,7,223,7,1.0,1.7917594692280554,0.7210570543488704
0,6,0.30000000000000004,8,713,5,0.625,1.5607104090414063,0.6280760724651601
0,6,0.30000000000000004,3,47,3,1.0,1.3321790402101223,0.5361082841175451
0,6,0.30000000000000004,5,499,2,0.4,1.7328679513998633,0.6973573641278246
0,6,0.30000000000000004,4,218,3,0.75,1.3862943611198906,0.5578858913022596
0,6,0.30000000000000004,2,99,2,1.0,1.3321790402101223,0.5361082841175451
0,6,0.30000000000000004,6,394,6,1.0,1.3862943611198906,0.5578858913022596
0,6,0.30000000000000004,13,950,12,0.9230769230769231,2.089304805472392,0.8407981062993417
0,6,0.30000000000000004,7,383,6,0.8571428571428571,1.6488470716724797,0.6635448747393191
0,6,0.30000000000000004,5,437,4,0.8,1.8397895868412517,0.7403857955783624
0,6,0.30000000000000004,3,119,3,1.0,1.3862943611198906,0.5578858913022596
0,6,0.30000000000000004,6,496,6,1.0,1.2798542258336674,0.5150512297686748
0,6,0.30000000000000004,10,915,7,0.7,1.6150034545129146,0.6499252012749447
0,6,0.30000000000000004,10,696,8,0.8,1.863849559937296,0.7500682410328413
0,6,0.30000000000000004,8,552,6,0.75,1.8711604142318063,0.7530103452342745
0,6,0.30000000000000004,2,164,1,0.5,1.5607104090414063,0.6280760724651601
0,6,0.30000000000000004,4,306,4,1.0,1.329661348854758,0.5350950905814502
0,6,0.30000000000000004,5,463,3,0.6,1.4681399390162087,0.5908229748354784
0,6,0.30000000000000004,4,476,2,0.5,1.5857708352080968,0.6381611298530618
0,6,0.30000000000000004,6,392,6,1.0,1.8866967846580784,0.7592626406384488
0,6,0.30000000000000004,10,1170,5,0.5,2.14459166726291,0.8630471762172135
0,6,0.30000000000000004,10,740,8,0.8,1.6326309271543518,0.65701901811629
0,6,0.30000000000000004,2,166,1,0.5,1.329661348854758,0.5350950905814502
0,6,0.30000000000000004,10,763,10,1.0,1.6957425341696346,0.6824169971593528
0,6,0.30000000000000004,10,1111,5,0.5,1.6326309271543522,0.6570190181162903
0,6,0.30000000000000004,2,162,1,0.5,1.3862943611198906,0.5578858913022596
0,6,0.30000000000000004,3,90,3,1.0,1.351783994289646,0.543997898031692
0,6,0.30000000000000004,7,681,4,0.5714285714285714,1.5607104090414063,0.6280760724651601
0,6,0.30000000000000004,6,410,5,0.8333333333333334,1.3321790402101223,0.5361082841175451
0,6,0.30000000000000004,4,427,2,0.5,1.7481554572476758,0.7035095090581449
0,6,0.30000000000000004,4,345,3,0.75,1.3862943611198906,0.5578858913022596
0,6,0.30000000000000004,3,241,2,0.6666666666666666,1.7328679513998633,0.6973573641278246
0,6,0.30000000000000004,8,626,7,0.875,1.5110861760736112,0.6081058120241778
0,6,0.30000000000000004,12,1179,7,0.5833333333333334,1.9092335993725373,0.7683321220680155
0,6,0.30000000000000004,11,704,10,0.9090909090909091,1.3378606778364337,0.5383947432997426
0,6,0.30000000000000004,9,721,7,0.7777777777777778,1.9061547465398496,0.7670931005406071
0,6,0.30000000000000004,8,571,6,0.75,1.3862943611198906,0.5578858913022596
0,6,0.30000000000000004,7,690,5,0.7142857142857143,2.0552351677284877,0.8270874754606294
0,6,0.30000000000000004,10,700,8,0.8,1.6170531525095537,0.6507500604288344
0,6,0.30000000000000004,13,1162,9,0.6923076923076923,1.6114722042607263,0.6485041216329833
0,6,0.30000000000000004,9,591,7,0.7777777777777778,1.4241299173467734,0.5731120392262111
0,6,0.30000000000000004,12,908,11,0.9166666666666666,1.8866967846580784,0.7592626406384488
0,6,0.30000000000000004,7,347,7,1.0,1.3862943611198906,0.5578858913022596
0,6,0.30000000000000004,6,697,3,0.5,1.6674619334292948,0.671036046191737
0,6,0.30000000000000004,3,271,2,0.6666666666666666,2.2110688711446103,0.8897995710757374
0,6,0.30000000000000004,6,507,5,0.8333333333333334,1.7917594692280547,0.72105705434887
0,6,0.30000000000000004,5,156,5,1.0,1.3862943611198906,0.5578858913022596
0,6,0.30000000000000004,5,328,4,0.8,1.329661348854758,0.5350950905814502
0,6,0.30000000000000004,7,434,6,0.8571428571428571,1.3862943611198906,0.5578858913022596
0,6,0.30000000000000004,8,623,6,0.75,1.9459101490553132,0.783091851446946
0,6,0.30000000000000004,6,280,6,1.0,1.3321790402101223,0.5361082841175451
0,6,0.30000000000000004,3,110,3,1.0,1.5607104090414063,0.6280760724651601
0,6,0.30000000000000004,2,58,2,1.0,1.3862943611198906,0.5578858913022596
0,6,0.30000000000000004,15,1370,11,0.7333333333333333,1.7379834485870498,0.6994159916370805
0,6,0.30000000000000004,4,175,4,1.0,1.4941751382893085,0.6013003097789544
0,6,0.30000000000000004,6,528,4,0.6666666666666666,1.5607104090414063,0.6280760724651601
0,6,0.30000000000000004,9,936,5,0.5555555555555556,1.611157817343917,0.6483776030304288
0,6,0.30000000000000004,14,951,13,0.9285714285714286,1.7328679513998633,0.6973573641278246
0,6,0.30000000000000004,4,328,3,0.75,1.2554823251787535,0.5052432554300842
0,6,0.30000000000000004,5,161,5,1.0,1.3862943611198906,0.5578858913022596
0,6,0.30000000000000004,9,699,7,0.7777777777777778,1.7478680974667573,0.7033938669751947
0,6,0.30000000000000004,3,253,2,0.6666666666666666,1.3862943611198906,0.5578858913022596
0,6,0.30000000000000004,10,746,9,0.9,1.9722469794234412,0.7936905716726635
0,6,0.30000000000000004,11,729,9,0.8181818181818182,1.7478680974667575,0.7033938669751948
0,6,0.30000000000000004,5,209,5,1.0,1.3862943611198906,0.5578858913022596
0,6,0.30000000000000004,14,1014,11,0.7857142857142857,1.3321790402101223,0.5361082841175451
0,6,0.30000000000000004,9,554,8,0.8888888888888888,1.5124035237566442,0.6086359517310942
0,6,0.30000000000000004,10,709,8,0.8,1.4270610433807247,0.5742916111164476
0,6,0.30000000000000004,5,432,3,0.6,1.5607104090414063,0.6280760724651601
0,6,0.30000000000000004,7,622,5,0.7142857142857143,1.8065071652616693,0.7269919638292213
0,6,0.30000000000000004,5,343,5,1.0,1.3862943611198906,0.5578858913022596
0,6,0.30000000000000004,10,626,9,0.9,1.7830734690382193,0.7175615507288139
0,6,0.30000000000000004,7,557,5,0.7142857142857143,1.3862943611198906,0.5578858913022596
0,6,0.30000000000000004,10,999,6,0.6,1.8636799873410004,0.75
0,6,0.30000000000000004,6,341,6,1.0,1.7481554572476763,0.7035095090581451
0,6,0.30000000000000004,2,78,2,1.0,1.3862943611198906,0.5578858913022596
0,6,0.30000000000000004,3,67,3,1.0,1.3321790402101223,0.5361082841175451
0,6,0.30000000000000004,6,184,6,1.0,1.3862943611198906,0.5578858913022596
0,6,0.30000000000000004,5,427,5,1.0,1.7045514452672967,0.6859619637674198
0,6,0.30000000000000004,11,807,9,0.8181818181818182,1.3862943611198906,0.5578858913022596
0,6,0.30000000000000004,6,482,4,0.6666666666666666,1.9924403421833734,0.8018169786592821
0,6,0.30000000000000004,9,650,8,0.8888888888888888,1.7328679513998633,0.6973573641278246
0,6,0.30000000000000004,6,310,5,0.8333333333333334,1.3862943611198906,0.5578858913022596
0,6,0.30000000000000004,5,484,2,0.4,1.3862943611198906,0.5578858913022596
0,6,0.30000000000000004,3,238,2,0.6666666666666666,1.818483163012365,0.7318114598661116
0,6,0.30000000000000004,4,201,4,1.0,1.6674619334292948,0.671036046191737
0,6,0.30000000000000004,9,738,6,0.6666666666666666,1.3862943611198906,0.5578858913022596
0,6,0.30000000000000004,6,583,3,0.5,1.329661348854758,0.5350950905814502
0,6,0.30000000000000004,5,462,4,0.8,1.3862943611198906,0.5578858913022596
0,6,0.30000000000000004,5,306,4,0.8,1.6326309271543518,0.65701901811629
0,6,0.30000000000000004,4,328,3,0.75,1.3862943611198906,0.5578858913022596
0,6,0.30000000000000004,5,292,4,0.8,1.3862943611198906,0.5578858913022596
0,6,0.30000000000000004,6,319,5,0.8333333333333334,1.7328679513998633,0.6973573641278246
1,6,0.30000000000000004,15,964,13,0.8666666666666667,1.4708084763221114,0.6133747762076621
1,6,0.30000000000000004,13,943,10,0.7692307692307693,1.7478680974667573,0.7289176125807094
1,6,0.30000000000000004,13,766,13,1.0,1.7328679513998633,0.7226620657947196
1,6,0.30000000000000004,8,600,7,0.875,1.3862943611198906,0.5781296526357756
1,6,0.30000000000000004,6,553,5,0.8333333333333334,1.4184836619456564,0.5915536337374193
1,6,0.30000000000000004,14,1216,11,0.7857142857142857,1.791759469228055,0.7472217363092141
1,6,0.30000000000000004,7,422,7,1.0,1.8343719702816235,0.7649925295281519
1,6,0.30000000000000004,6,377,5,0.8333333333333334,1.4750763110546947,0.6151546015323948
1,6,0.30000000000000004,4,245,3,0.75,1.7351264569629226,0.7236039357707272
1,6,0.30000000000000004,4,233,4,1.0,1.7328679513998633,0.7226620657947196
1,6,0.30000000000000004,9,597,7,0.7777777777777778,1.791759469228055,0.7472217363092141
1,6,0.30000000000000004,3,137,3,1.0,1.3321790402101223,0.5555618109440845
1,6,0.30000000000000004,15,1040,14,0.9333333333333333,1.6957425341696346,0.7071795642645744
1,6,0.30000000000000004,8,464,7,0.875,1.5481155268740174,0.6456143203732786
1,6,0.30000000000000004,4,224,4,1.0,1.5607104090414063,0.6508667942032513
1,6,0.30000000000000004,8,803,6,0.75,1.3862943611198906,0.5781296526357756
1,6,0.30000000000000004,9,765,7,0.7777777777777778,1.3321790402101223,0.5555618109440845
1,6,0.30000000000000004,7,617,7,1.0,1.9600951351245586,0.8174231616200258
1,6,0.30000000000000004,5,332,5,1.0,1.5607104090414063,0.6508667942032513
1,6,0.30000000000000004,3,319,1,0.3333333333333333,1.3862943611198906,0.5781296526357756
1,6,0.30000000000000004,3,130,3,1.0,1.7917594692280547,0.747221736309214
1,6,0.30000000000000004,4,307,3,0.75,1.4941751382893085,0.6231194311274443
1,6,0.30000000000000004,8,701,5,0.625,1.2945451658448959,0.5398672663189945
1,6,0.30000000000000004,8,574,7,0.875,1.9230688680951122,0.8019820089352231
1,6,0.30000000000000004,9,420,9,1.0,1.3862943611198906,0.5781296526357756
1,6,0.30000000000000004,9,508,9,1.0,1.7060571156426698,0.7114810788428145
1,6,0.30000000000000004,8,551,7,0.875,2.1383972463477243,0.8917809174594147
1,6,0.30000000000000004,12,965,10,0.8333333333333334,1.9273921261392744,0.8037849475761242
1,6,0.30000000000000004,5,296,4,0.8,1.7917594692280547,0.747221736309214
1,6,0.30000000000000004,10,822,10,1.0,1.5905157700068373,0.6632965951639279
1,6,0.30000000000000004,7,458,7,1.0,1.809514255849282,0.7546260574330915
1,6,0.30000000000000004,6,485,4,0.6666666666666666,1.8343719702816235,0.7649925295281519
1,6,0.30000000000000004,3,229,3,1.0,1.6769877743224173,0.6993582219149019
1,6,0.30000000000000004,6,515,5,0.8333333333333334,2.0794415416798357,0.8671944789536634
1,6,0.30000000000000004,7,586,5,0.7142857142857143,1.470131920408841,0.6130926304772187
1,6,0.30000000000000004,7,636,5,0.7142857142857143,1.9795624449571372,0.8255416603941028
1,6,0.30000000000000004,3,254,2,0.6666666666666666,1.7328679513998633,0.7226620657947196
1,6,0.30000000000000004,9,760,7,0.7777777777777778,1.6326309271543518,0.6808599798643638
1,6,0.30000000000000004,5,304,4,0.8,1.5498260458782016,0.64632766220417
1,6,0.30000000000000004,2,133,2,1.0,1.7351264569629226,0.7236039357707272
1,6,0.30000000000000004,8,665,6,0.75,1.7351264569629226,0.7236039357707272
1,6,0.30000000000000004,12,834,11,0.9166666666666666,2.019814992492946,0.8423282765538793
1,6,0.30000000000000004,7,591,5,0.7142857142857143,1.3862943611198906,0.5781296526357756
1,6,0.30000000000000004,7,575,7,1.0,1.5607104090414068,0.6508667942032516
1,6,0.30000000000000004,7,448,6,0.8571428571428571,1.3862943611198906,0.5781296526357756
1,6,0.30000000000000004,12,793,10,0.8333333333333334,1.7328679513998633,0.7226620657947196
1,6,0.30000000000000004,7,497,5,0.7142857142857143,1.6681739719973971,0.6956825808537582
1,6,0.30000000000000004,11,696,10,0.9090909090909091,1.6957425341696346,0.7071795642645744
1,6,0.30000000000000004,7,607,5,0.7142857142857143,1.8310204811135162,0.7635948499855437
1,6,0.30000000000000004,4,221,4,1.0,1.3862943611198906,0.5781296526357756
1,6,0.30000000000000004,6,468,5,0.8333333333333334,1.7328679513998633,0.7226620657947196
1,6,0.30000000000000004,6,305,6,1.0,1.7201934592198251,0.7173763920107904
1,6,0.30000000000000004,9,656,8,0.8888888888888888,1.749778989184166,0.7297145163233731
1,6,0.30000000000000004,7,654,5,0.7142857142857143,1.86965278159236,0.779705770640456
1,6,0.30000000000000004,7,457,6,0.8571428571428571,1.7328679513998633,0.7226620657947196
1,6,0.30000000000000004,11,683,10,0.9090909090909091,1.772139388437529,0.739039527097204
1,6,0.30000000000000004,2,32,2,1.0,1.3862943611198906,0.5781296526357756
1,6,0.30000000000000004,7,697,5,0.7142857142857143,1.8226178322902642,0.7600906732524848
1,6,0.30000000000000004,4,216,3,0.75,1.7782333057997075,0.7415808880278951
1,6,0.30000000000000004,9,701,8,0.8888888888888888,1.7328679513998633,0.7226620657947196
1,6,0.30000000000000004,6,419,6,1.0,1.6326309271543518,0.6808599798643638
1,6,0.30000000000000004,5,254,5,1.0,1.7917594692280547,0.747221736309214
1,6,0.30000000000000004,3,165,3,1.0,1.5498260458782016,0.64632766220417
1,6,0.30000000000000004,6,420,6,1.0,1.3862943611198906,0.5781296526357756
1,6,0.30000000000000004,5,256,5,1.0,1.6957425341696346,0.7071795642645744
1,6,0.30000000000000004,13,967,13,1.0,1.4184836619456564,0.5915536337374193
1,6,0.30000000000000004,9,1016,5,0.5555555555555556,1.6818037324410942,0.7013666324461327
1,6,0.30000000000000004,12,1252,8,0.6666666666666666,2.0253262207700673,0.8446266372619722
1,6,0.30000000000000004,7,389,6,0.8571428571428571,1.3862943611198906,0.5781296526357756
1,6,0.30000000000000004,8,623,7,0.875,1.7917594692280547,0.747221736309214
1,6,0.30000000000000004,14,911,13,0.9285714285714286,1.5229550675313184,0.6351215938442603
1,6,0.30000000000000004,8,394,8,1.0,1.5607104090414063,0.6508667942032513
1,6,0.30000000000000004,9,557,9,1.0,1.948629505738699,0.8126416227780567
1,6,0.30000000000000004,12,756,12,1.0,1.7170759801988815,0.7160763022794714
1,6,0.30000000000000004,8,537,6,0.75,1.9356005054539458,0.8072081076314389
1,6,0.30000000000000004,9,415,9,1.0,1.6326309271543518,0.6808599798643638
1,6,0.30000000000000004,12,893,11,0.9166666666666666,1.6094379124341,0.6711877414712395
1,6,0.30000000000000004,3,241,2,0.6666666666666666,1.4791328074296435,0.6168462919164435
1,6,0.30000000000000004,6,534,4,0.6666666666666666,1.724934786397714,0.7193536790223102
1,6,0.30000000000000004,7,517,6,0.8571428571428571,1.5607104090414068,0.6508667942032516
1,6,0.30000000000000004,5,375,4,0.8,1.4750763110546947,0.6151546015323948
1,6,0.30000000000000004,6,419,6,1.0,1.2798542258336674,0.5337406684738417
1,6,0.30000000000000004,17,1527,13,0.7647058823529411,2.1100165533754613,0.8799452491989145
1,6,0.30000000000000004,7,420,7,1.0,1.5571130980576455,0.6493665990009968
1,6,0.30000000000000004,13,905,12,0.9230769230769231,2.0656419602111358,0.8614396064931178
1,6,0.30000000000000004,7,494,6,0.8571428571428571,1.7478680974667578,0.7289176125807096
1,6,0.30000000000000004,15,918,15,1.0,1.7351264569629226,0.7236039357707272
1,6,0.30000000000000004,9,670,7,0.7777777777777778,1.9686765366336698,0.8210018840131421
1,6,0.30000000000000004,4,404,3,0.75,1.9701814400260842,0.8216294774737432
1,6,0.30000000000000004,7,464,6,0.8571428571428571,1.7328679513998633,0.7226620657947196
1,6,0.30000000000000004,13,799,13,1.0,1.9701814400260842,0.8216294774737432
1,6,0.30000000000000004,2,16,2,1.0,1.3862943611198906,0.5781296526357756
1,6,0.30000000000000004,7,519,6,0.8571428571428571,1.7328679513998633,0.7226620657947196
1,6,0.30000000000000004,1,5,1,1.0,1.3321790402101223,0.5555618109440845
1,6,0.30000000000000004,6,365,5,0.8333333333333334,1.8200759753606213,0.7590306365784575
1,6,0.30000000000000004,9,702,7,0.7777777777777778,1.982623282652005,0.8268181288577551
1,6,0.30000000000000004,8,378,7,0.875,1.5498260458782016,0.64632766220417
1,6,0.30000000000000004,3,150,3,1.0,1.5607104090414063,0.6508667942032513
1,6,0.30000000000000004,11,825,9,0.8181818181818182,1.6304325826288886,0.6799431989897354
1,6,0.30000000000000004,2,42,2,1.0,1.329661348854758,0.5545118520972887
2,6,0.30000000000000004,24,3130,7,0.2916666666666667,0.0,0.0
2,6,0.30000000000000004,22,3168,3,0.13636363636363635,0.0,0.0
2,6,0.30000000000000004,13,1558,7,0.5384615384615384,2.4036052999746,0.9107817677932051
2,6,0.30000000000000004,12,1608,3,0.25,2.2047854169135204,0.8354443051204767
2,6,0.30000000000000004,11,1536,3,0.2727272727272727,2.033316440648165,0.7704707350728895
2,6,0.30000000000000004,5,502,3,0.6,2.2621577070201973,0.8571839958285377
2,6,0.30000000000000004,7,1002,1,0.14285714285714285,2.1924759563043477,0.8307799651415618
2,6,0.30000000000000004,12,1658,4,0.3333333333333333,2.1997255968203184,0.8335270219919819
2,6,0.30000000000000004,9,865,6,0.6666666666666666,2.1192809219098505,0.8030446698248935
2,6,0.30000000000000004,13,1732,3,0.23076923076923078,2.159731616075493,0.818372375559706
