map_no,reward,alpha,round,steps,goal_num,goal_rate,entropy,entropy_n
0,2,0.1,7,936,3,0.42857142857142855,2.2590987089139833,0.7420207126485331
0,2,0.1,5,633,2,0.4,2.378806039239783,0.78133963138684
0,2,0.1,8,1061,2,0.25,2.22372643571848,0.7304023804079097
0,2,0.1,5,453,4,0.8,2.0837660374856477,0.6844311645289788
0,2,0.1,16,2430,3,0.1875,1.364980314473498,0.4483397125147082
0,2,0.1,8,1248,0,0.0,2.394339784367109,0.786441825719473
0,2,0.1,5,599,3,0.6,2.401725576674631,0.7888677537454937
0,2,0.1,7,869,4,0.5714285714285714,2.6242604765542366,0.8619612862884853
0,2,0.1,12,1694,2,0.16666666666666666,2.4416083837896005,0.8019676102684077
0,2,0.1,2,173,1,0.5,1.8866967846580784,0.6197020462982293
0,2,0.1,5,559,3,0.6,1.8891591637540215,0.6205108362304146
0,2,0.1,5,425,4,0.8,2.080081380213867,0.6832209066487525
0,2,0.1,4,515,1,0.25,2.3560624208770564,0.7738692911847382
0,2,0.1,5,580,2,0.4,2.4355699746914645,0.7999842420319591
0,2,0.1,7,960,2,0.2857142857142857,1.9574283467743043,0.642934445980958
0,2,0.1,6,890,1,0.16666666666666666,2.1650957139468927,0.7111446074826331
0,2,0.1,5,664,2,0.4,2.4682133382095794,0.8107062400417764
0,2,0.1,4,526,1,0.25,2.445166772360898,0.8031363940905293
0,2,0.1,5,600,2,0.4,2.11928092190985,0.6960963386739127
0,2,0.1,6,896,1,0.16666666666666666,1.9268470006707934,0.6328897356104282
0,2,0.1,2,184,1,0.5,1.9891507847431795,0.6533539579463866
0,2,0.1,4,556,1,0.25,2.455189123629983,0.806428322947713
0,2,0.1,4,535,2,0.5,2.1226115912691155,0.6971903261308605
0,2,0.1,4,479,2,0.5,1.831020481113516,0.6014146778575503
0,2,0.1,8,1005,3,0.375,2.5939678408441966,0.85201140536966
0,2,0.1,7,977,2,0.2857142857142857,1.9459520962916306,0.6391649712218048
0,2,0.1,4,510,2,0.5,1.8571944890371568,0.6100117594882617
0,2,0.1,4,435,2,0.5,2.5185544359669136,0.8272412135185945
0,2,0.1,7,1092,0,0.0,2.6402570050011422,0.8672154858465833
0,2,0.1,4,463,2,0.5,2.245035274126178,0.7374014545955947
0,2,0.1,2,168,2,1.0,2.031759218569271,0.6673490703811475
0,2,0.1,4,414,2,0.5,1.9810014688665836,0.6506772439318597
0,2,0.1,7,954,2,0.2857142857142857,2.100281849573152,0.689855927336723
0,2,0.1,8,1018,4,0.5,2.0578975319224098,0.6759344278182514
0,2,0.1,4,534,2,0.5,2.52784266788386,0.8302920144592805
0,2,0.1,7,646,6,0.8571428571428571,2.3366716483830965,0.7675002225079247
0,2,0.1,7,989,3,0.42857142857142855,2.372277288684952,0.779195206213967
0,2,0.1,4,290,4,1.0,2.019814992492946,0.6634258849487363
0,2,0.1,3,296,2,0.6666666666666666,2.1105726760956514,0.6932360392370295
0,2,0.1,4,479,2,0.5,2.1458417525947544,0.7048204756209098
0,2,0.1,6,764,2,0.3333333333333333,2.1700483464601645,0.7127713429114497
0,2,0.1,4,507,1,0.25,2.3370521329038323,0.7676251959737207
0,2,0.1,4,359,3,0.75,2.168155236015967,0.7121495342426283
0,2,0.1,6,710,3,0.5,2.237078516827118,0.7347879881285814
0,2,0.1,8,1022,3,0.375,2.3486256871522513,0.7714266310050464
0,2,0.1,5,780,0,0.0,1.912316061519412,0.6281169216638681
1,2,0.1,5,780,0,0.0,2.1141738496245828,0.6944188761523732
1,2,0.1,6,822,1,0.16666666666666666,2.301888217121483,0.7560753005462317
1,2,0.1,6,858,1,0.16666666666666666,2.242361127998605,0.7365231079312907
1,2,0.1,2,197,1,0.5,2.518554435966914,0.8272412135185946
1,2,0.1,7,1043,1,0.14285714285714285,2.3844442336564033,0.7831915456137677
1,2,0.1,5,780,0,0.0,2.5348831768092,0.8326045311410772
1,2,0.1,8,1248,0,0.0,2.39785813595075,0.7875974590431255
1,2,0.1,4,534,1,0.25,2.359627737342523,0.7750403505342409
1,2,0.1,7,953,3,0.42857142857142855,1.9748850399200382,0.6486682493944047
1,2,0.1,4,437,2,0.5,2.3772748290110846,0.7808366920063561
1,2,0.1,16,2346,2,0.125,2.09177564522133,0.6870619901837477
1,2,0.1,6,936,0,0.0,1.7452925065696998,0.5732565754630348
1,2,0.1,8,1248,1,0.125,2.2942935549181547,0.7535807673776711
1,2,0.1,5,780,0,0.0,2.278376531724153,0.7483526820146662
1,2,0.1,5,568,2,0.4,2.3372199763931127,0.7676803256345177
1,2,0.1,5,688,2,0.4,2.216010258823748,0.7278679346770706
1,2,0.1,4,532,1,0.25,2.4641692066642014,0.8093779096950301
1,2,0.1,4,540,1,0.25,2.323834317823924,0.7632836891035029
1,2,0.1,7,887,3,0.42857142857142855,2.2685350920163803,0.7451201751407369
1,2,0.1,11,1569,2,0.18181818181818182,1.9465317725249487,0.6393553709462856
1,2,0.1,12,1741,2,0.16666666666666666,1.9810947469612135,0.6507078819371751
1,2,0.1,7,976,2,0.2857142857142857,2.323396822783116,0.7631399900341885
1,2,0.1,4,624,1,0.25,1.8924485769686887,0.6215912727461418
1,2,0.1,4,473,2,0.5,2.5152261892218597,0.8261480217904551
1,2,0.1,7,1009,1,0.14285714285714285,2.4350367627011167,0.7998091038941214
1,2,0.1,7,1005,1,0.14285714285714285,1.9022174891463892,0.6247999573190186
1,2,0.1,17,2640,1,0.058823529411764705,1.7084868671983693,0.5611674415761279
1,2,0.1,7,1001,2,0.2857142857142857,2.239360278542615,0.7355374527037886
1,2,0.1,7,1057,1,0.14285714285714285,2.3829770715596204,0.7827096434019121
1,2,0.1,15,2289,1,0.06666666666666667,1.8775926536771106,0.616711714918778
1,2,0.1,4,374,3,0.75,2.4215730357308285,0.7953868251145451
1,2,0.1,2,190,1,0.5,2.086673901075005,0.685386277736005
1,2,0.1,9,1404,0,0.0,2.4036175173919414,0.7894891782072969
1,2,0.1,3,231,2,0.6666666666666666,2.026221474036724,0.6655301497964504
1,2,0.1,6,827,1,0.16666666666666666,1.9759755879939433,0.6490264494393092
1,2,0.1,7,918,3,0.42857142857142855,2.34600187612616,0.7705648173446901
1,2,0.1,7,972,1,0.14285714285714285,2.333196714286248,0.7663588500372239
1,2,0.1,4,583,1,0.25,2.3287433928741113,0.7648961177029315
1,2,0.1,4,606,2,0.5,2.585341462987077,0.8491779961787032
1,2,0.1,6,921,1,0.16666666666666666,2.6753152943611944,0.8787306873526255
1,2,0.1,2,192,1,0.5,2.1761856615603072,0.7147871976885726
1,2,0.1,4,577,1,0.25,2.307862493985028,0.7580376039897933
1,2,0.1,6,893,2,0.3333333333333333,2.6276853691807687,0.8630862222009608
1,2,0.1,7,997,1,0.14285714285714285,2.31009013680221,0.7587692927399172
1,2,0.1,8,1242,1,0.125,2.304004940643525,0.7567705568845705
1,2,0.1,8,1248,0,0.0,2.0217551071142092,0.6640631325502729
1,2,0.1,7,887,2,0.2857142857142857,2.292055210879374,0.7528455637177978
1,2,0.1,5,569,2,0.4,2.4142351166063802,0.792976621453857
1,2,0.1,8,989,4,0.5,2.3623106333281174,0.7759215711658748
1,2,0.1,7,879,3,0.42857142857142855,2.046008006447333,0.6720292092763354
1,2,0.1,4,558,1,0.25,2.5703683755293563,0.8442599547571011
1,2,0.1,4,465,2,0.5,2.434738574722364,0.799711161446709
1,2,0.1,5,780,0,0.0,2.4759723682670916,0.8132547612684138
1,2,0.1,6,905,1,0.16666666666666666,1.5580646313141446,0.5117599436971815
1,2,0.1,4,535,1,0.25,2.2915955721099937,0.7526945913473251
1,2,0.1,7,1050,1,0.14285714285714285,2.133080314159234,0.700628869647704
1,2,0.1,8,998,3,0.375,2.03006371539834,0.6667921675480716
1,2,0.1,1,32,1,1.0,2.2128154296627076,0.7268185651203037
1,2,0.1,6,794,2,0.3333333333333333,2.3436657786753234,0.7697975057223841
1,2,0.1,5,663,2,0.4,2.1571838870589755,0.7085458988017953
1,2,0.1,4,493,2,0.5,2.301579979348428,0.755974057156058
1,2,0.1,5,690,2,0.4,2.566109327597358,0.8428610332450682
1,2,0.1,4,596,1,0.25,2.5356225837920543,0.8328473958260908
1,2,0.1,4,481,2,0.5,2.148365610638593,0.7056494588507808
1,2,0.1,7,1049,1,0.14285714285714285,2.270675938225852,0.7458233547865643
1,2,0.1,5,780,0,0.0,2.433824381467957,0.7994108866833899
1,2,0.1,5,780,0,0.0,2.4193761568155008,0.7946652410368233
1,2,0.1,7,1034,2,0.2857142857142857,1.8282580724365398,0.6005073405875901
1,2,0.1,4,407,2,0.5,2.395908119293929,0.7869569590314786
1,2,0.1,20,2994,3,0.15,1.941094181837697,0.6375693467672956
1,2,0.1,7,969,3,0.42857142857142855,1.9574960931911047,0.6429566978835752
1,2,0.1,4,587,1,0.25,2.63917886700685,0.8668613620007763
1,2,0.1,5,780,0,0.0,2.558044822683748,0.8402121761324761
1,2,0.1,6,847,1,0.16666666666666666,2.354777716927264,0.7734473189457184
1,2,0.1,5,720,3,0.6,2.6530811233156624,0.8714276795737905
1,2,0.1,7,1000,1,0.14285714285714285,2.4072347217469554,0.7906772805875568
1,2,0.1,6,879,1,0.16666666666666666,2.23315538537824,0.7334994013209205
1,2,0.1,7,888,3,0.42857142857142855,2.3191678729807,0.7617509545158369
1,2,0.1,7,1018,2,0.2857142857142857,2.2315692375271077,0.7329784171982617
1,2,0.1,5,754,1,0.2,2.2756701215089286,0.7474637379288253
1,2,0.1,7,995,4,0.5714285714285714,2.4613192902243766,0.8084418297356536
1,2,0.1,6,936,0,0.0,2.3013826110262925,0.7559092298058996
1,2,0.1,5,780,0,0.0,2.3223822089176727,0.7628067312436235
1,2,0.1,4,537,1,0.25,2.204893679169499,0.7242165969445882
1,2,0.1,4,539,1,0.25,2.329703959600089,0.7652116242382343
1,2,0.1,5,607,2,0.4,2.121089729127308,0.6966904572112064
1,2,0.1,4,547,1,0.25,2.6103626991250053,0.8573964398426094
1,2,0.1,7,1016,2,0.2857142857142857,2.530823309958798,0.8312710323958888
1,2,0.1,7,1006,1,0.14285714285714285,2.3285448408438767,0.7648309015535039
1,2,0.1,4,527,1,0.25,2.002058726506146,0.6575936842177483
1,2,0.1,7,1009,2,0.2857142857142857,2.728436904055454,0.8961789442733339
1,2,0.1,8,1139,1,0.125,2.3740832848695743,0.7797884014429609
1,2,0.1,11,1594,1,0.09090909090909091,2.38438226576157,0.7831711917171876
1,2,0.1,5,467,4,0.8,2.08442976821535,0.6846491726873285
1,2,0.1,4,516,1,0.25,2.2243004996270574,0.7305909367152846
1,2,0.1,2,178,1,0.5,2.245035274126178,0.7374014545955947
1,2,0.1,7,961,3,0.42857142857142855,2.446827138355446,0.803681755810967
1,2,0.1,7,1055,1,0.14285714285714285,2.0148490581057006,0.6617947804031714
1,2,0.1,5,631,2,0.4,2.596711605943235,0.8529126189935248
1,2,0.1,4,512,2,0.5,2.1926782290158924,0.7202043255938337
2,2,0.1,5,588,2,0.4,1.99351456576623,0.6654515102583655
2,2,0.1,4,519,1,0.25,2.163765337763846,0.7222826141258812
2,2,0.1,6,482,5,0.8333333333333334,1.7475123999758897,0.5833339699287367
2,2,0.1,6,595,4,0.6666666666666666,2.52702339564616,0.843541132815658
2,2,0.1,1,20,1,1.0,2.0253262207700673,0.6760705015763371
2,2,0.1,8,1140,3,0.375,2.423927935826509,0.8091270228734022
2,2,0.1,7,899,2,0.2857142857142857,1.791759469228055,0.5981040045018439
2,2,0.1,4,526,2,0.5,2.045913208112367,0.6829426067788078
2,2,0.1,3,264,2,0.6666666666666666,2.3027592466593623,0.7686799207619047
2,2,0.1,5,620,3,0.6,2.226285578810035,0.7431523832965481
2,2,0.1,4,556,1,0.25,1.8234328552432817,0.6086768404975154
2,2,0.1,5,584,2,0.4,2.0692024658203625,0.6907167519898437
2,2,0.1,3,103,3,1.0,2.0140355237092673,0.6723015743058753
2,2,0.1,3,270,2,0.6666666666666666,1.9892700410931456,0.6640346531144362
2,2,0.1,8,631,6,0.75,1.7758225894992359,0.5927841433548687
2,2,0.1,2,189,1,0.5,1.9085352816435601,0.6370847283289994
2,2,0.1,7,917,2,0.2857142857142857,2.055586143763578,0.6861715120239802
2,2,0.1,4,169,4,1.0,1.7917594692280547,0.5981040045018438
2,2,0.1,4,590,1,0.25,2.5740726085270977,0.8592465459115756
2,2,0.1,6,659,3,0.5,1.8762735844302758,0.6263155092308553
2,2,0.1,7,1019,2,0.2857142857142857,2.596378074848455,0.8666922934899782
2,2,0.1,7,1010,1,0.14285714285714285,2.5903381482542684,0.8646761164612409
2,2,0.1,4,510,1,0.25,2.2730097411837966,0.7587492918675302
2,2,0.1,5,407,4,0.8,2.3444256643138948,0.7825885126685844
2,2,0.1,7,751,4,0.5714285714285714,2.101544508059994,0.7015127909166676
2,2,0.1,1,16,1,1.0,2.2459520807289133,0.7497172229160602
2,2,0.1,3,217,3,1.0,2.202521074820195,0.7352195969792825
2,2,0.1,1,21,1,1.0,2.022808529414703,0.6752300755550967
2,2,0.1,3,278,2,0.6666666666666666,2.304977618374754,0.769420431432693
2,2,0.1,5,534,3,0.6,2.18965408780714,0.7309244911960845
2,2,0.1,8,868,5,0.625,1.9133217279563683,0.6386824833604028
2,2,0.1,2,181,1,0.5,2.2008276490345495,0.7346543175647652
2,2,0.1,5,679,3,0.6,2.5669962971113263,0.856884415130317
2,2,0.1,9,1023,6,0.6666666666666666,2.116240783394574,0.706418528143027
2,2,0.1,2,182,2,1.0,1.9085352816435601,0.6370847283289994
2,2,0.1,5,561,3,0.6,1.9559838465843624,0.6529234484174644
2,2,0.1,4,457,3,0.75,2.023554573803584,0.675479111290188
2,2,0.1,2,167,1,0.5,1.7478680974667573,0.583452704668155
2,2,0.1,2,189,1,0.5,1.9701814400260844,0.6576627215384495
2,2,0.1,4,432,2,0.5,1.7917594692280547,0.5981040045018438
2,2,0.1,4,529,2,0.5,1.9504500040415786,0.6510762063953264
2,2,0.1,5,581,2,0.4,1.9683497398890832,0.6570512850115037
2,2,0.1,5,507,3,0.6,1.8446214763655029,0.6157497759895392
2,2,0.1,1,33,1,1.0,1.8866967846580784,0.6297948589443854
2,2,0.1,2,163,2,1.0,2.180945560561596,0.7280175133855431
2,2,0.1,5,755,1,0.2,2.301287060624526,0.7681884929905273
2,2,0.1,4,547,2,0.5,2.1849837674712704,0.729365499968097
2,2,0.1,4,446,2,0.5,2.2602338531746744,0.7544845956789199
2,2,0.1,2,191,1,0.5,2.223413107799927,0.7421935289171145
2,2,0.1,7,942,3,0.42857142857142855,2.011701947991996,0.6715226075945067
2,2,0.1,5,509,3,0.6,1.9850531879046152,0.6626270329389765
2,2,0.1,2,170,1,0.5,1.8866967846580784,0.6297948589443854
2,2,0.1,4,566,1,0.25,2.1304910685950644,0.711175390205198
2,2,0.1,5,600,2,0.4,2.5074826183644956,0.8370182611110774
2,2,0.1,3,257,2,0.6666666666666666,2.1006789212792607,0.7012238509508454
2,2,0.1,6,851,2,0.3333333333333333,2.1737128899527423,0.7256031886233796
2,2,0.1,8,930,5,0.625,2.379241779242149,0.794210417347987
2,2,0.1,2,184,1,0.5,2.161287119576154,0.7214553645717173
2,2,0.1,3,307,3,1.0,2.298589926882686,0.7672881676291289
2,2,0.1,7,980,2,0.2857142857142857,2.0950811543657704,0.6993552704495413
2,2,0.1,4,467,2,0.5,2.012528710026329,0.6717985875415906
2,2,0.1,4,359,3,0.75,2.318628608942939,0.7739772440319679
2,2,0.1,7,1009,1,0.14285714285714285,2.4805636496930825,0.8280324886142988
2,2,0.1,7,860,4,0.5714285714285714,1.9470740179615902,0.649949274556393
2,2,0.1,5,567,3,0.6,1.9722469794234416,0.6583522155281466
2,2,0.1,6,578,4,0.6666666666666666,1.9117072141330915,0.638143545406057
2,2,0.1,2,195,1,0.5,1.830270353640052,0.6109592535345986
2,2,0.1,2,169,1,0.5,1.8891591637540217,0.630616821279832
2,2,0.1,7,837,5,0.7142857142857143,2.174043974891219,0.7257137074909699
2,2,0.1,6,652,3,0.5,2.3300381193108373,0.7777858321586907
2,2,0.1,5,513,3,0.6,1.7641217619401879,0.5888783111607366
2,2,0.1,4,566,1,0.25,2.4976769873512006,0.8337450610658469
2,2,0.1,6,695,3,0.5,2.2316069516089345,0.7449287011757779
2,2,0.1,4,430,3,0.75,2.293118601486813,0.7654617943433139
2,2,0.1,3,234,2,0.6666666666666666,2.0794415416798357,0.6941346394792774
2,2,0.1,7,948,3,0.42857142857142855,1.9371061758293182,0.6466219271094041
2,2,0.1,7,599,5,0.7142857142857143,1.5782753074501206,0.5268412405817999
2,2,0.1,3,327,1,0.3333333333333333,1.7328679513998633,0.5784455328993979
2,2,0.1,4,479,2,0.5,2.521348870115104,0.8416469296583364
2,2,0.1,4,480,2,0.5,1.7519264100569798,0.5848074026917565
2,2,0.1,8,912,4,0.5,2.1407004085189905,0.7145833515954908
2,2,0.1,8,913,4,0.5,2.3701349548823627,0.7911704846943983
2,2,0.1,5,459,5,1.0,1.9600951351245586,0.6542958302476066
2,2,0.1,7,907,2,0.2857142857142857,1.7917594692280547,0.5981040045018438
2,2,0.1,7,989,1,0.14285714285714285,2.217854573590089,0.7403380446140251
2,2,0.1,4,502,3,0.75,2.0842010667269943,0.6957234079714338
2,2,0.1,7,878,3,0.42857142857142855,2.010625075159194,0.6711631386118114
2,2,0.1,7,924,3,0.42857142857142855,2.0475592960447475,0.683492084429702
2,2,0.1,7,935,2,0.2857142857142857,2.0843274167866186,0.6957655846574948
2,2,0.1,5,597,3,0.6,2.370332507034405,0.791236429222815
2,2,0.1,7,723,5,0.7142857142857143,1.7917594692280547,0.5981040045018438
2,2,0.1,4,408,3,0.75,1.9762661845265677,0.6596938591518466
2,2,0.1,5,773,1,0.2,2.1309906599538433,0.7113421578977549
2,2,0.1,2,131,2,1.0,2.1313414744179644,0.7114592626428011
2,2,0.1,5,448,4,0.8,2.0854684353173742,0.6961464660002064
2,2,0.1,4,464,2,0.5,1.9433779257532875,0.6487154886667355
2,2,0.1,4,533,1,0.25,1.794696968079354,0.5990845657079406
2,2,0.1,3,273,2,0.6666666666666666,2.1377932496938294,0.7136129181389282
2,2,0.1,4,317,3,0.75,1.8364223867541591,0.6130128526390367
2,2,0.1,1,31,1,1.0,2.1735860561465556,0.7255608504587491
3,2,0.1,5,728,2,0.4,2.6161873293880644,0.8885181006973006
3,2,0.1,6,898,1,0.16666666666666666,2.2096515227709808,0.7504490799114896
3,2,0.1,6,918,1,0.16666666666666666,2.2274708023631478,0.756500921949395
3,2,0.1,2,195,1,0.5,1.9135484277609518,0.6498855779659153
3,2,0.1,7,830,3,0.42857142857142855,2.2436126930571874,0.7619830836814779
3,2,0.1,8,1169,3,0.375,2.303259393548131,0.7822404912599599
3,2,0.1,7,931,3,0.42857142857142855,2.0992205469433998,0.7129441505823568
3,2,0.1,4,499,1,0.25,2.1065773332321154,0.7154426864123635
3,2,0.1,5,780,1,0.2,1.9910097443211179,0.6761932437413817
3,2,0.1,7,863,2,0.2857142857142857,2.286059144956126,0.7763988865557339
3,2,0.1,4,585,1,0.25,2.2569571193564997,0.7665151614028136
3,2,0.1,8,1225,1,0.125,2.36071280775594,0.8017530077747608
3,2,0.1,4,279,4,1.0,2.3291866142629267,0.7910459787902654
3,2,0.1,6,936,0,0.0,2.289711391113694,0.7776392743455335
3,2,0.1,4,465,2,0.5,2.2757106856671507,0.7728843089529388
3,2,0.1,4,522,1,0.25,2.2073693497442246,0.7496740008411119
3,2,0.1,4,464,3,0.75,2.094889682042817,0.7114732880746852
3,2,0.1,7,1069,1,0.14285714285714285,2.4683291083131538,0.8383020078792492
3,2,0.1,8,1248,0,0.0,1.6848834264698247,0.5722256220595235
3,2,0.1,4,422,3,0.75,2.1189550691308927,0.7196464535769598
3,2,0.1,2,186,1,0.5,2.0513466752845892,0.6966850696513052
3,2,0.1,4,616,1,0.25,2.2486562190071404,0.763695982466489
3,2,0.1,5,780,0,0.0,2.1464564951116305,0.7289865778503192
3,2,0.1,2,179,1,0.5,2.0578975319224098,0.6989098930163575
3,2,0.1,4,525,1,0.25,2.269615304631563,0.770814175702185
3,2,0.1,4,411,2,0.5,2.3034884952192693,0.7823182995191085
3,2,0.1,4,314,4,1.0,2.3466586149281516,0.7969798768227426
3,2,0.1,6,899,1,0.16666666666666666,2.4550881874829895,0.8338050830240047
3,2,0.1,5,532,3,0.6,2.030808946754785,0.6897099790907195
3,2,0.1,5,584,2,0.4,2.212418203357252,0.7513887090244876
3,2,0.1,2,171,1,0.5,2.0431918705451206,0.693915508184021
3,2,0.1,8,1048,5,0.625,2.333890447141702,0.7926435099030029
3,2,0.1,4,585,1,0.25,2.3607755280523497,0.8017743090470417
3,2,0.1,4,504,2,0.5,2.2381869370864838,0.7601403706862032
3,2,0.1,6,705,4,0.6666666666666666,2.3291256640185973,0.7910252786688634
3,2,0.1,2,173,1,0.5,2.0431918705451206,0.693915508184021
3,2,0.1,4,397,3,0.75,1.9251211907908186,0.6538159576109854
3,2,0.1,5,559,2,0.4,2.08676875496392,0.7087152322493286
3,2,0.1,8,1148,2,0.25,2.00472407676094,0.6808509501964514
3,2,0.1,6,565,5,0.8333333333333334,2.1186492470699507,0.719542589288005
3,2,0.1,7,969,3,0.42857142857142855,1.9986809595542967,0.6787985669582854
3,2,0.1,4,307,3,0.75,2.3439604435494834,0.7960635150309856
3,2,0.1,5,643,2,0.4,2.0336244043526923,0.6906661740120027
3,2,0.1,4,213,4,1.0,2.3131536787336344,0.7856008207677239
3,2,0.1,6,821,1,0.16666666666666666,1.8869963641033098,0.6408678792309398
3,2,0.1,7,1071,2,0.2857142857142857,2.402949529670108,0.8160975814653745
3,2,0.1,7,902,2,0.2857142857142857,1.9425635397328092,0.6597397852282004
3,2,0.1,5,553,3,0.6,2.0684785316378345,0.7025034467596313
3,2,0.1,5,501,3,0.6,2.1458417525947544,0.7287777969853646
3,2,0.1,4,518,2,0.5,2.345239356695102,0.7964978636979703
3,2,0.1,6,936,0,0.0,2.5221646016612205,0.856585794274207
3,2,0.1,4,545,1,0.25,2.2854449542612665,0.7761902931023782
3,2,0.1,5,755,1,0.2,2.3242699035542143,0.7893761494124107
3,2,0.1,7,966,2,0.2857142857142857,2.209910953847134,0.7505371887424039
3,2,0.1,2,67,2,1.0,2.0431918705451206,0.693915508184021
3,2,0.1,5,560,3,0.6,2.1870045501830306,0.7427576409826511
3,2,0.1,3,306,2,0.6666666666666666,2.2983542880154038,0.7805746032699442
3,2,0.1,7,1038,2,0.2857142857142857,2.6847920117264854,0.9118178473803997
3,2,0.1,4,532,1,0.25,2.2233985852598606,0.7551179022529094
3,2,0.1,7,978,1,0.14285714285714285,2.120326196976829,0.7201121205021832
3,2,0.1,8,1042,3,0.375,2.2126859464384303,0.7514796408057447
3,2,0.1,7,945,4,0.5714285714285714,2.6380987990768703,0.8959597457250434
3,2,0.1,5,509,3,0.6,1.9826232826520047,0.6733450061896945
3,2,0.1,8,1248,0,0.0,1.5672650348370405,0.5322796790581571
3,2,0.1,4,505,1,0.25,1.960761909459091,0.6659203750977971
3,2,0.1,4,448,2,0.5,2.2110688711446103,0.7509304444035568
3,2,0.1,4,416,2,0.5,2.0253262207700673,0.6878479177528853
3,2,0.1,4,539,1,0.25,2.0249473587079514,0.6877192473797525
3,2,0.1,4,412,3,0.75,2.2110688711446103,0.7509304444035568
3,2,0.1,10,1465,1,0.1,1.886719594081181,0.6407738816904619
3,2,0.1,4,464,2,0.5,2.0455764621533223,0.6947253709881321
3,2,0.1,8,1105,2,0.25,2.5720399365138285,0.8735246186837138
